Tom is ill.	汤姆生病了。
A crowd gathered on this street.	人群聚集在这条街上。
He'll wait for you.	他會等你。
I have to help my mother.	我必須幫忙我母親。
God is everywhere.	神無處不在。
Tom will come back from Boston next Monday.	汤姆会在下周一从波士顿回来。
Large houses are not necessarily comfortable to live in.	大房子不一定适合住。
The quality of these products is the same.	这些产品的品质是一样的。
How much does he earn per month?	他一個月賺多少？
He has at least one thousand books.	他至少有一千本書。
That kind of person will fail for sure.	这种人注定惨败。
All I really want to do is talk to Tom.	我真正想做的就是跟湯姆說話。
Pizza is my favorite food.	比薩是我最喜歡的食物。
He wouldn't listen to my advice.	他不聽我的勸告。
Tom is probably still studying French.	汤姆可能还在学法语。
She employed him as a programmer.	她僱用他作程式設計師。
You'd better go now.	你最好现在就走。
I won't be home next Sunday.	我下周日不在家。
Turn back, please.	请回来。
Tom is taking a shower.	Tom在洗澡。
She has blue eyes.	她眼睛是蓝色的。
He deposited the prize money in the bank.	他把奖金存到银行了。
The job looked quite simple, but it took me a week.	這份工作看起來很簡單，但它花了我一個星期。
His mother was a school teacher.	他的母親是一名學校老師。
I believe in love.	我相信爱情。
Who do you think broke the window?	你認為是誰打破了窗戶?
I'm staying for another few weeks.	我還要再待幾個星期。
There was no money left in my wallet.	我钱包里没钱了。
Come out here. I need help.	出来，我需要帮助。
Do you really believe that's what happened?	你真的相信那发生了吗？
He became more obstinate as he grew older.	他年紀越大變得越頑固。
We enjoyed listening to the music.	我們喜歡聽音樂。
We must do something.	我們必須做點甚麼。
Is the snake alive or dead?	這條蛇是活的還是死的？
I know this area pretty well.	我很瞭解這地方。
Is that paper?	那是紙嗎？
Beware of pickpockets.	小心扒手。
Any comments are welcome.	欢迎作任何评论。
Would you care for another cup of coffee?	再来一杯咖啡怎么样？
These are the new ones.	這些是新的。
Why did you paint the bench red?	为什么你把长凳漆成红色了？
I'm glad I was able to help.	能够出一份力太好了。
The telephone was invented in 1876 by Bell.	電話於1876年由貝爾所發明。
Today, many people worry about losing their jobs.	今天，許多人擔心失去工作。
They are bitter enemies.	他們是仇敵。
The man is wanted for murder.	這人因謀殺被通緝。
He asked for some money.	他要了一些錢。
Could you please pass me the pepper?	請你把胡椒遞給我好嗎?
I'm not moving to Boston.	我不搬去波士顿。
At last, she gave in to him and told him the secret.	最後，她對他屈服了，並告訴了他這個秘密。
Refugees poured in from all over the country.	难民从整个国家涌来。
How are you going to help Tom?	你要怎麼幫湯姆？
I finished reading the book last night.	我昨晚看完了這本書。
This is not safe.	这不安全。
What was the cause of the explosion?	爆炸的原因是什么？
May I trouble you to shut the window?	可以麻烦你把窗关了吗？
I went there to see her.	我去那里看望她。
We help the poor.	我們幫助窮人。
Don't give up on your dreams.	别放弃梦想。
I advise you to give up drinking.	我勸你戒酒。
Let him play your guitar.	讓他彈你的吉他。
Do you really want Tom to suffer?	你真想讓湯姆受苦嗎？
She managed to drive a car.	她成功地開車了。
We could do something big.	我们能做点大事。
I'll call you as soon as I can.	我会尽快给你打电话的。
The next one's for you.	下一个给你。
When do you eat dinner?	你几点吃的晚饭？
I like my job very much.	我非常喜欢我的工作。
Our new home has an elevator.	我們的新家有一臺電梯。
They're afraid of us.	他們害怕我們。
Please come back home.	請回家。
I ran away in a hurry.	我趕快跑走了。
Ten teams competed for the prize.	十支隊伍競逐獎項。
It's my CD, isn't it?	這是我的CD，不是嗎？
I'm using Twitter.	我用Twitter。
It's impossible to go out now.	現在不可能出去。
I have to stay in bed all day.	我不得不一整天都待在床上。
I'm not the boss.	我不是老闆。
We both won.	我們都贏了。
The meal satisfied his hunger.	這頓飯讓他充饑解餓了。
Let's get to work.	干活吧。
Everybody knows his name.	每個人都知道他的名字。
It's wrong to tell lies.	說謊是錯誤的。
Can I have the menu again, please?	麻煩讓我再看看菜單好嗎？
We talked and talked until the day broke.	我們一直聊天直到天明。
I barely escaped being hit by the truck.	我差點被卡車撞上。
Who do you usually go to the movies with?	你一般和誰去看電影？
It is hard to see the sights of Tokyo in a few days.	要看东京的景物只花几天时间是很难的。
Here is my baggage.	这是我的行李。
Winter is over and spring has come.	冬天結束了春天已經來了。
We have more customers than we can count.	我們的顧客比我們可以計數的更多。
Whether you succeed or not depends on your own efforts.	你成功与否取决于你自身的努力。
I want to talk with your uncle.	我想和你的舅舅谈一谈。
I often play tennis on Sunday.	我常常在週日打網球。
I want a book.	我想要本书。
He leaned on his elbows.	他把身子靠在胳膊上。
The rivers were flooded by the heavy rain.	大雨使河水泛滥。
This makes me angry.	這讓我憤怒。
I want more detailed information.	我要更多詳細的訊息。
I need a raise.	我需要加薪。
Tom is the tallest in his family.	湯姆是他家裡最高的。
This isn't difficult.	這個不難。
Where's the vodka?	伏特加在哪里？
What's the title of your new book?	你新書的書名是什麼？
Tom's face is red.	汤姆的脸红了。
She is always dressed in black.	她總是一身黑。
Interest rates are still low.	利率还是低。
Food should be chewed before being swallowed.	食物在吞咽前要经过咀嚼。
The box is almost empty.	盒子几乎是空的。
Answer my questions.	回答我的問題。
Tom may come back.	汤姆可能会回来。
I returned the books I borrowed from the library, and I borrowed some new ones.	我还了从图书馆借的书，又借了些新的。
What time will the game start?	比赛几点开始？
I'm looking for my contact lens.	我在找我的隱形眼鏡。
I don't think Tom trusts many people.	我不認為湯姆相信許多人。
That's my sole concern.	这是我唯一关心的。
You can lie to everyone else, but you can't lie to yourself.	你可以向别人撒谎，但你不会向自己撒谎。
Wearing a suit, he stood out.	他穿著西裝站了出來。
When he was a child, he would go fishing on Sundays.	他小时候，星期天会去钓鱼。
We aren't young.	我们不年轻。
I was asked to umpire the game.	我被要求當這場比賽的裁判。
Tom ate only one sandwich.	Tom吃了唯一一个三明治。
I will play the guitar for you.	我會為你彈吉他。
You hate Tom, don't you?	你恨湯姆，不是麼？
We think Tom will be back soon.	我們認為湯姆會很快回來。
That's wet.	那是湿的。
Fantastic!	好棒！
It was heartless of him to say such a thing to the sick man.	他对一个生病的男人说这种事真是没良心。
I'm used to staying up late.	我习惯晚睡。
I was kept waiting for nearly half an hour.	我等了接近半小时。
We're still vulnerable.	我们还是脆弱不堪。
See you again next Monday.	下週一再見。
I got a lot of mosquito bites.	我被很多的蚊子叮了。
I'm not greedy.	我不貪婪。
He does not come here every day.	他不是每天都來這。
The road was wet from the rain.	這條路因為下雨所以是濕的。
Would you like to leave a message?	你要留言嗎？
There were many people at the concert.	音乐会上有很多人。
I feel like this isn't going to end well.	感觉这不会有个好结局。
They left.	他们离开了。
She says he will not give up smoking.	她說他不會戒煙。
I will take you for a swim.	我會帶你去游泳。
I've just finished eating breakfast.	我剛吃完了早飯。
She had my mother take care of the baby.	她让我母亲照顾孩子。
This book says that elephants live to be over 100 years old.	这本书上写，大象能活过一百岁。
It's high time you were in bed.	你早该睡了。
If I'd known that it would come to this, I would have never consented.	要是我知道会发生这种事，那我死活不同意。
My father is a skilled fisherman.	我爸爸是个钓鱼高手。
Tom spoke about the problem with Mary.	汤姆跟玛丽说了这问题。
